Metric,Mean,Median,Std Dev,Min,Max,P95,P99
cpu_cores,0.012531959545426474,0.005951,0.03707866191461621,0.002342,0.981534,0.03643,0.15054600000000026
memory_mb,118.05120375517262,87.01,70.24291808196433,80.78,389.71,310.83,369.7520000000001
rx_bytes_per_sec,649.4589586807485,0.0,3284.397432055516,0.0,99582.0,2065.5,13725.0
tx_bytes_per_sec,2318.185658699277,0.0,15526.810716548318,0.0,530998.0,3692.0,62893.0
