timestamp,node_ip,container_id,container_name,service_name,cpu_cores,memory_usage_mb,memory_working_set_mb,memory_limit_mb,memory_percent,network_rx_bytes_per_sec,network_tx_bytes_per_sec,filesystem_usage_mb,raw_memory_bytes,raw_network_rx_bytes,raw_network_tx_bytes
2025-06-11T17:22:09.140770,10.160.0.10,/system.slic,my-app_authentication.5.zx8tqpir60xozsgfuq6wrv2qj,authentication,0.005656,101.582,100.902,0,0,0.0,0.0,1.914,106516480,1571804,5169858
2025-06-11T17:22:09.140770,10.160.0.10,/system.slic,my-app_authentication.6.airz0zc6ks9u0xb2xd5d59t8h,authentication,0.003821,270.496,269.953,0,0,380.0,197.0,11.508,283635712,6329205,33557970
2025-06-11T17:22:19.206536,10.160.0.10,/system.slic,my-app_authentication.1.0s6tss6vhukg3ynb9zd03t002,authentication,0.004527,228.672,227.801,0,0,0.0,0.0,9.195,239779840,6334379,28995731
2025-06-11T17:22:29.284866,10.160.0.10,/system.slic,my-app_authentication.4.u40zk557d19cghmq4pothvthi,authentication,0.004417,143.594,143.254,0,0,336.0,0.0,4.535,150568960,12111230,10173048
2025-06-11T17:22:29.284866,10.160.0.10,/system.slic,my-app_authentication.7.en51jsn7h57nuwkxbzc4z5isb,authentication,0.007037,128.254,127.773,0,0,546.0,0.0,3.469,134483968,5508840,11600751
2025-06-11T17:22:39.314226,10.160.0.10,/system.slic,my-app_authentication.8.4paohu71ydp3tyj4zydu70xp2,authentication,0.004095,84.129,83.637,0,0,84.0,0.0,0.957,88215552,3591331,1410945
2025-06-11T17:22:39.314226,10.160.0.10,/system.slic,my-app_authentication.3.jyv3hw4x5prw88r7v7wv5cfnv,authentication,0.008905,289.156,288.539,0,0,84.0,0.0,12.461,303202304,3689508,22385236
2025-06-11T17:23:09.457640,10.160.0.10,/system.slic,my-app_authentication.2.wb9kwvpsesk4z2uzydg5rs2ql,authentication,0.003589,143.84,143.168,0,0,0.0,0.0,4.051,150827008,1586173,7238696
2025-06-11T17:23:09.457640,10.160.0.10,/system.slic,my-app_authentication.10.mdj0vvly11q2wiw11ugfge3oh,authentication,0.007078,145.215,144.684,0,0,0.0,0.0,4.488,152268800,1581016,6024207
2025-06-11T17:23:19.477567,10.160.0.10,/system.slic,my-app_authentication.9.z8lzgogunavzgjw9seaz63kiy,authentication,0.00418,214.621,214.039,0,0,379.0,184.0,8.301,225046528,5936137,22137764
2025-06-11T17:23:29.566787,10.160.0.10,/system.slic,my-app_authentication.5.zx8tqpir60xozsgfuq6wrv2qj,authentication,0.002847,101.582,100.902,0,0,0.0,0.0,1.914,106516480,1572734,5169858
2025-06-11T17:23:29.566787,10.160.0.10,/system.slic,my-app_authentication.6.airz0zc6ks9u0xb2xd5d59t8h,authentication,0.005687,270.496,269.953,0,0,0.0,0.0,11.508,283635712,6341111,33562027
2025-06-11T17:23:39.595791,10.160.0.10,/system.slic,my-app_authentication.1.0s6tss6vhukg3ynb9zd03t002,authentication,0.006194,228.672,227.801,0,0,0.0,0.0,9.195,239779840,6346665,28999985
2025-06-11T17:23:49.627344,10.160.0.10,/system.slic,my-app_authentication.4.u40zk557d19cghmq4pothvthi,authentication,0.00832,143.559,143.219,0,0,1223.0,263.0,4.535,150532096,12154752,10185633
2025-06-11T17:23:49.627344,10.160.0.10,/system.slic,my-app_authentication.7.en51jsn7h57nuwkxbzc4z5isb,authentication,0.005772,128.227,127.746,0,0,294.0,0.0,3.469,134455296,5529527,11606169
2025-06-11T17:23:59.670121,10.160.0.10,/system.slic,my-app_authentication.8.4paohu71ydp3tyj4zydu70xp2,authentication,0.004641,84.121,83.629,0,0,0.0,0.0,0.957,88207360,3608295,1419158
2025-06-11T17:23:59.670121,10.160.0.10,/system.slic,my-app_authentication.3.jyv3hw4x5prw88r7v7wv5cfnv,authentication,0.014884,289.664,289.047,0,0,126.0,0.0,12.461,303734784,3704233,22386720
2025-06-11T17:24:29.820933,10.160.0.10,/system.slic,my-app_authentication.2.wb9kwvpsesk4z2uzydg5rs2ql,authentication,0.011789,144.441,143.77,0,0,0.0,0.0,4.051,151457792,1595848,7244440
2025-06-11T17:24:29.820933,10.160.0.10,/system.slic,my-app_authentication.10.mdj0vvly11q2wiw11ugfge3oh,authentication,0.011458,146.371,145.84,0,0,0.0,0.0,4.488,153481216,1589461,6027363
2025-06-11T17:24:39.843759,10.160.0.10,/system.slic,my-app_authentication.9.z8lzgogunavzgjw9seaz63kiy,authentication,0.006515,216.621,216.039,0,0,0.0,0.0,8.301,227143680,5954154,22217689
2025-06-11T17:24:50.038697,10.160.0.10,/system.slic,my-app_authentication.5.zx8tqpir60xozsgfuq6wrv2qj,authentication,0.003476,101.566,100.887,0,0,0.0,0.0,1.914,106500096,1589993,5183992
2025-06-11T17:24:50.038697,10.160.0.10,/system.slic,my-app_authentication.6.airz0zc6ks9u0xb2xd5d59t8h,authentication,0.006557,273.602,273.059,0,0,380.0,271.0,11.508,286892032,6361900,33708985
2025-06-11T17:25:00.063819,10.160.0.10,/system.slic,my-app_authentication.1.0s6tss6vhukg3ynb9zd03t002,authentication,0.003595,230.957,230.086,0,0,0.0,0.0,9.262,242176000,6358671,29149314
2025-06-11T17:25:10.091472,10.160.0.10,/system.slic,my-app_authentication.4.u40zk557d19cghmq4pothvthi,authentication,0.006563,143.562,143.223,0,0,420.0,0.0,4.539,150536192,12185122,10204268
2025-06-11T17:25:10.091472,10.160.0.10,/system.slic,my-app_authentication.7.en51jsn7h57nuwkxbzc4z5isb,authentication,0.004085,128.227,127.746,0,0,126.0,0.0,3.473,134455296,5554705,11615397
2025-06-11T17:25:20.120151,10.160.0.10,/system.slic,my-app_authentication.8.4paohu71ydp3tyj4zydu70xp2,authentication,0.008963,84.121,83.629,0,0,168.0,0.0,0.961,88207360,3632919,1432791
2025-06-11T17:25:20.120151,10.160.0.10,/system.slic,my-app_authentication.3.jyv3hw4x5prw88r7v7wv5cfnv,authentication,0.009399,292.582,291.965,0,0,42.0,0.0,12.582,306794496,3731371,22948301
2025-06-11T17:25:50.318780,10.160.0.10,/system.slic,my-app_authentication.2.wb9kwvpsesk4z2uzydg5rs2ql,authentication,0.010669,148.16,147.488,0,0,70.0,0.0,4.227,155357184,1617158,8014439
2025-06-11T17:25:50.318780,10.160.0.10,/system.slic,my-app_authentication.10.mdj0vvly11q2wiw11ugfge3oh,authentication,0.011173,150.578,150.047,0,0,70.0,0.0,4.68,157892608,1612103,6934304
2025-06-11T17:26:00.343959,10.160.0.10,/system.slic,my-app_authentication.9.z8lzgogunavzgjw9seaz63kiy,authentication,0.005884,222.543,221.961,0,0,379.0,140.0,8.504,233353216,5966819,22431190
