Metric,Mean,Median,Std Dev,Min,Max,P95,P99
cpu_cores,0.012044724018475752,0.005283,0.042462401673982006,0.002581,0.45041,0.008479,0.2529650500000001
memory_mb,84.48879907621247,84.36,3.2004855757020083,78.46,89.56,89.25,89.26
rx_bytes_per_sec,1251.6235565819861,0.0,8609.412115790068,0.0,124393.0,1138.5,37308.0
tx_bytes_per_sec,1092.7494226327944,0.0,6287.901211058264,0.0,58534.0,434.0,41729.40000000005
