Metric,Mean,Median,Std Dev,Min,Max,P95,P99
cpu_cores,0.0112754058790277,0.005207,0.03634479305654012,0.002427,0.64914,0.01346,0.190611
memory_mb,81.22527416619559,81.11,1.069276696586421,78.77,83.15,82.97,82.97
rx_bytes_per_sec,491.56529112492933,0.0,3470.0396188348277,0.0,53189.0,380.0,18161.479999999934
tx_bytes_per_sec,363.9734313171283,0.0,2953.645579472143,0.0,64940.0,228.79999999999518,18512.47999999992
