Metric,Mean,Median,Std Dev,Min,Max,P95,P99
cpu_cores,0.009307374718559022,0.005124,0.01804087979599473,0.002305,0.182297,0.037628,0.094864
memory_mb,85.52146027661627,84.19,2.9366152393218417,82.98,92.27,92.26,92.26
rx_bytes_per_sec,558.9996783531682,0.0,2138.4824859380487,0.0,16903.0,2064.6,12778.0
tx_bytes_per_sec,610.2110003216468,0.0,2401.31151635502,0.0,19839.0,5554.599999999993,13334.280000000015
