Metric,Mean,Median,Std Dev,Min,Max,P95,P99
cpu_cores,0.015017637974683543,0.006995,0.037109180969588124,0.00254,0.54725,0.03639119999999995,0.229475
memory_mb,98.52694936708862,92.43,16.667899964636444,82.11,133.59,125.54,133.41
rx_bytes_per_sec,528.5993670886076,148.0,1141.3978467584263,0.0,15715.0,1980.1,5486.110000000007
tx_bytes_per_sec,6703.0398734177215,42.0,44190.50244264342,0.0,598617.0,6912.149999999995,177030.32
