Metric,Mean,Median,Std Dev,Min,Max,P95,P99
cpu_cores,0.007316008861362553,0.005155,0.023308733386883905,0.000365,0.792685,0.008526399999999995,0.06173649999999909
memory_mb,81.71553406383993,81.44,3.5159221269883587,38.19,89.75,84.62799999999996,89.26
rx_bytes_per_sec,258.53387327298714,0.0,2386.546339603522,0.0,55321.0,430.2999999999847,3093.0
tx_bytes_per_sec,306.04716531681754,0.0,4564.218668230834,0.0,158807.0,226.0,3228.0
