Metric,Mean,Median,Std Dev,Min,Max,P95,P99
cpu_cores,0.01123859627854525,0.005414,0.025676779516581108,0.0004,0.566638,0.053626,0.10730299999999975
memory_mb,84.8572441499859,83.88,4.092878921141317,38.2,93.0,92.25,92.66
rx_bytes_per_sec,1669.7363969551734,0.0,12072.81776490487,0.0,341302.0,4554.0,50045.299999999945
tx_bytes_per_sec,854.2191993233719,0.0,7192.826750338759,0.0,327440.0,2887.0,17679.099999999846
