timestamp,node_ip,container_id,container_name,service_name,cpu_cores,memory_usage_mb,memory_working_set_mb,memory_limit_mb,memory_percent,network_rx_bytes_per_sec,network_tx_bytes_per_sec,filesystem_usage_mb,raw_memory_bytes,raw_network_rx_bytes,raw_network_tx_bytes
2025-06-11T12:27:32.749008,10.160.0.12,/system.slic,my-app_authentication.8.4paohu71ydp3tyj4zydu70xp2,authentication,0.005279,84.043,83.551,0,0,84.0,0.0,0.809,88125440,1783335,1153533
2025-06-11T12:27:32.749008,10.160.0.12,/system.slic,my-app_authentication.3.jyv3hw4x5prw88r7v7wv5cfnv,authentication,0.003829,208.031,207.414,0,0,84.0,0.0,7.66,218136576,1849831,15604752
2025-06-11T12:27:42.795813,10.160.0.12,/system.slic,my-app_authentication.4.u40zk557d19cghmq4pothvthi,authentication,0.004296,140.766,140.426,0,0,168.0,0.0,4.184,147603456,4789525,7004580
2025-06-11T12:27:42.795813,10.160.0.12,/system.slic,my-app_authentication.7.en51jsn7h57nuwkxbzc4z5isb,authentication,0.005964,126.445,125.965,0,0,294.0,0.0,3.152,132587520,2068233,10590186
2025-06-11T12:27:52.843805,10.160.0.12,/system.slic,my-app_authentication.1.0s6tss6vhukg3ynb9zd03t002,authentication,0.002951,154.785,153.914,0,0,42.0,42.0,5.004,162304000,2762731,14850209
2025-06-11T12:28:13.003460,10.160.0.12,/system.slic,my-app_authentication.2.wb9kwvpsesk4z2uzydg5rs2ql,authentication,0.006243,102.965,102.293,0,0,0.0,0.0,1.824,107966464,1144554,2701810
2025-06-11T12:28:13.003460,10.160.0.12,/system.slic,my-app_authentication.10.mdj0vvly11q2wiw11ugfge3oh,authentication,0.00383,133.988,133.457,0,0,0.0,0.0,3.656,140496896,1154553,4863057
2025-06-11T12:28:23.042206,10.160.0.12,/system.slic,my-app_authentication.9.z8lzgogunavzgjw9seaz63kiy,authentication,0.005329,165.746,165.164,0,0,379.0,66.0,5.219,173797376,2430627,11405384
2025-06-11T12:28:33.080975,10.160.0.12,/system.slic,my-app_authentication.5.zx8tqpir60xozsgfuq6wrv2qj,authentication,0.045474,101.613,100.934,0,0,3952.0,2472.0,1.766,106549248,1170510,4925666
2025-06-11T12:28:33.080975,10.160.0.12,/system.slic,my-app_authentication.6.airz0zc6ks9u0xb2xd5d59t8h,authentication,0.01798,197.125,196.582,0,0,527.0,332.0,7.188,206700544,2795584,20275375
2025-06-11T12:28:53.158899,10.160.0.12,/system.slic,my-app_authentication.8.4paohu71ydp3tyj4zydu70xp2,authentication,0.011987,84.078,83.586,0,0,991.0,534.0,0.809,88162304,1814704,1169607
2025-06-11T12:28:53.158899,10.160.0.12,/system.slic,my-app_authentication.3.jyv3hw4x5prw88r7v7wv5cfnv,authentication,0.011254,212.281,211.664,0,0,126.0,0.0,7.859,222593024,1884055,16562012
2025-06-11T12:29:03.196951,10.160.0.12,/system.slic,my-app_authentication.4.u40zk557d19cghmq4pothvthi,authentication,0.022996,141.832,141.492,0,0,2358.0,3682.0,4.184,148721664,5020129,7156169
